,recency_days,tenure_days,frequency,monetary,invoice_amount_std,avg_ticket,avg_ticket_std,avg_items,avg_items_std,age,mean_gap_days,std_gap_days,cv_gap,monetary_recent_ratio,freq_recent_ratio,durable_share,fmcg_share,clothing_share,top_category_share,category_entropy,pay_cash_share,pay_credit_share,noncash_share,MK,TKO,ST,CYB,topcat_Books,topcat_Electronics,topcat_Toys,topcat_other,price_quantile_median,price_quantile_iqr,gender_F,gender_M,price_bin_0,price_bin_1,price_bin_2,price_bin_3
C00012,75,659,6,9.714187301201003,7.999065684315665,7.922729887280362,7.999065684315665,2.5,0.866430042484809,62.0,4.768988271217486,3.9842021279944877,0.37263993026418096,0.18525887988706874,0.16666666663888888,0.6666666666666667,0.13333333333333333,0.2,0.4666666666666667,1.3605138827424867,0.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,False,False,True,0,0.42332959011791127,0.36476698483997755,True,False,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.3333333333333333
C00013,58,702,5,9.410435538216795,7.906358198980164,7.801325033315502,7.906358198980164,3.0,0.6931471805599453,32.0,5.087596335232384,5.046692556129545,0.6727773955921638,0.08952537990647849,0.39999999992,0.6,0.26666666666666666,0.13333333333333333,0.4666666666666667,1.3953970923267898,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False,False,True,0,0.43228523301516003,0.11027512633352049,True,False,0.13333333333333333,0.26666666666666666,0.4,0.2
C00014,142,600,6,10.03854496769575,8.263341009780818,8.247003891055444,8.263341009780818,2.6666666666666665,0.9185063976401735,50.0,4.528289141652134,4.548010401229278,0.7031640650797434,0.0,0.0,0.5625,0.3125,0.125,0.3125,1.5437891850588952,1.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333,False,False,True,0,0.5840258281864121,0.4065833801235261,False,True,0.1875,0.1875,0.125,0.5
C00016,93,526,4,9.947503959483889,8.005163722267026,8.561353128801548,8.005163722267026,3.5,0.8289859803936981,24.0,4.979029954680925,3.222381766008758,0.15434216342657384,0.0,0.0,0.6428571428571428,0.21428571428571427,0.14285714285714285,0.42857142857142855,1.4377014436429414,0.0,1.0,1.0,0.5,0.25,0.0,0.25,False,False,True,0,0.640005614823133,0.29206906232453667,False,True,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.5
C00017,31,415,4,10.214929851822232,6.857492934403078,8.828728272870409,6.857492934403078,3.0,0.9681212834183016,47.0,4.859812404361672,4.4911834602250025,0.5242984253579224,0.2689891844027373,0.2499999999375,0.6666666666666666,0.3333333333333333,0.0,0.5,1.0114042647073518,0.0,0.0,1.0,0.5,0.25,0.0,0.25,False,True,False,0,0.7680797304884897,0.2766704098820887,True,False,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666
C00018,307,607,2,8.839269444182284,8.442438142530463,8.146267181707644,8.442438142530463,2.5,0.5347999967395705,24.0,5.707110264748875,0.0,0.0,0.0,0.0,0.4,0.6000000000000001,0.0,0.4,1.3321790402101223,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False,False,False,1,0.27734418865805727,0.16920269511510388,False,True,0.6,0.0,0.2,0.2
C00019,7,651,7,10.552042358367085,7.714096067797203,8.60628903724754,7.714096067797203,3.142857142857143,0.6417146190238269,57.0,4.685212893661628,3.8040179432235752,0.34276000886923,0.12335074915388694,0.2857142856734694,0.6818181818181819,0.18181818181818182,0.13636363636363635,0.4090909090909091,1.4276786533747514,1.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,False,False,True,0,0.743065693430657,0.22414373947220667,True,False,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.6363636363636364
C00020,21,527,10,10.024058697800147,7.802466979606587,7.72187241158153,7.802466979606587,2.6,0.7764711715966598,40.0,4.046942323327516,4.192760201297501,0.770005294055621,0.017260575609591013,0.09999999999,0.4230769230769231,0.42307692307692313,0.15384615384615385,0.2692307692307692,1.5846552953335915,0.0,1.0,1.0,0.3,0.5,0.0,0.2,False,False,True,0,0.5320606400898371,0.3242419988770353,True,False,0.23076923076923078,0.19230769230769232,0.19230769230769232,0.38461538461538464
C00021,55,622,7,9.399195538183616,7.482243350283085,7.453782009636025,7.482243350283085,3.2857142857142856,0.812514001834843,20.0,4.5591262474866845,4.321458685816482,0.5801051795336576,0.047503407116937596,0.1428571428367347,0.2608695652173913,0.5652173913043479,0.17391304347826086,0.391304347826087,1.4921530032950385,0.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,True,False,False,0,0.5555306007860752,0.3623526108927569,False,True,0.17391304347826086,0.30434782608695654,0.21739130434782608,0.30434782608695654
C00022,283,493,4,8.788245756896453,6.343956109826073,7.402408836980473,6.343956109826073,4.5,0.4557463944083262,35.0,4.2626798770413155,3.858555538139424,0.5085101362823546,0.0,0.0,0.2777777777777778,0.5,0.2222222222222222,0.2777777777777778,1.519109430362321,0.0,1.0,1.0,0.25,0.0,0.25,0.5,True,False,False,0,0.3085626052779338,0.0951291409320606,False,True,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222
C00023,104,727,5,9.585661686768885,8.094471160860616,7.976498563967876,8.094471160860616,2.2,0.8345775047772536,44.0,5.05465217951303,4.742818092170314,0.5483427356036085,0.0,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.36363636363636365,1.5157079520857129,0.0,1.0,1.0,0.4,0.6,0.0,0.0,False,False,True,0,0.538349241998877,0.43542953396968,True,False,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453
C00024,276,697,3,9.804158809110021,8.532097048405028,8.705656957274915,8.532097048405028,3.6666666666666665,0.4557463944083262,47.0,5.354224998486333,4.363098624788363,0.31347482701223145,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.2727272727272727,1.3730039128771998,0.0,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,False,True,False,0,0.4843907916900618,0.38363279056709715,True,False,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.45454545454545453
C00025,143,680,2,8.883828763184827,8.237068960502016,8.190820185453155,8.237068960502016,2.5,0.5347999967395705,50.0,6.2878585601617845,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.9502705392332347,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False,True,0,0.5979786636720943,0.2608646827624929,True,False,0.2,0.2,0.0,0.6
C00026,77,660,8,10.407568582578515,8.044675094523763,8.328338439704218,8.044675094523763,3.875,0.6886526999793554,31.0,4.434212387844452,4.3791524760238225,0.6656656065329796,0.25302348929737944,0.124999999984375,0.4838709677419355,0.3548387096774194,0.16129032258064516,0.2903225806451613,1.5714286218583218,0.0,0.0,1.0,0.125,0.375,0.375,0.125,False,False,True,0,0.5077765300393038,0.3073694553621561,False,True,0.16129032258064516,0.3225806451612903,0.16129032258064516,0.3548387096774194
C00027,90,728,7,9.619628164308013,7.8720923762491,7.674116409728254,7.8720923762491,3.2857142857142856,0.9568826012838838,58.0,4.6759392568762985,4.463600952273468,0.5916082000809436,0.3723912343214787,0.1428571428367347,0.391304347826087,0.4782608695652174,0.13043478260869565,0.30434782608695654,1.5223964486226174,0.0,1.0,1.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,False,False,True,0,0.31521617069062324,0.06038742279618192,True,False,0.30434782608695654,0.2608695652173913,0.30434782608695654,0.13043478260869565
C00028,154,722,4,8.938610385738329,7.688845107639854,7.552709616940597,7.688845107639854,3.75,1.0622834654819937,50.0,5.2487769209879005,4.589950964787023,0.4153559403213447,0.0,0.0,0.3333333333333333,0.6,0.06666666666666667,0.3333333333333333,1.4322139043602349,1.0,0.0,0.0,0.0,0.0,0.5,0.5,True,False,False,0,0.27172936552498594,0.08853172375070184,True,False,0.26666666666666666,0.4,0.2,0.13333333333333333
C00029,112,680,5,10.296377591510709,6.664276523147792,8.687074690557852,6.664276523147792,3.0,0.9482307085514864,67.0,4.962844630259907,4.889080140182672,0.6566852812539498,0.0,0.0,0.6,0.26666666666666666,0.13333333333333333,0.3333333333333333,1.4897503188505912,1.0,0.0,0.0,0.6,0.2,0.2,0.0,False,True,False,0,0.7058955642897249,0.3744525547445255,False,True,0.2,0.2,0.06666666666666667,0.5333333333333333
C00030,144,727,5,9.866195777784391,7.99004081388369,8.256965442972092,7.99004081388369,3.6,0.6389165189617602,59.0,4.988730458708206,4.010970891478183,0.3161767015563921,0.0,0.0,0.4444444444444444,0.38888888888888884,0.16666666666666666,0.2777777777777778,1.5859341131926619,0.0,1.0,1.0,0.0,0.8,0.2,0.0,False,False,True,0,0.3227400336889388,0.4215047725996631,False,True,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.3888888888888889
C00031,114,692,7,10.324700673862372,8.218697000475778,8.378987380497382,8.218697000475778,3.5714285714285716,0.8208444718580478,49.0,4.578141513600172,4.194589971872945,0.5176801210573728,0.0,0.0,0.44,0.32,0.24,0.24,1.5514696500923855,0.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,0.14285714285714285,False,False,False,1,0.7058955642897249,0.38458731049971917,True,False,0.08,0.36,0.12,0.44
C00032,319,390,3,9.999669170709536,7.585799099129885,8.828728272870409,7.585799099129885,3.3333333333333335,0.4557463944083262,30.0,3.597312260588446,2.6741486494265287,0.3222876016214957,0.0,0.0,0.7,0.2,0.1,0.4,1.2798542258336676,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,False,True,False,0,0.7236945536215609,0.1346715328467154,False,True,0.0,0.1,0.3,0.6
C00033,65,315,6,9.977310341171753,7.862221286855298,8.185783054057245,7.862221286855298,3.6666666666666665,0.7934721026084851,32.0,3.9318256327243257,3.534930807242594,0.5103372064579591,0.031060798873453598,0.16666666663888888,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.2727272727272727,1.5826816291536665,1.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,False,False,True,0,0.43700168444693993,0.26246490735541833,False,True,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182
C00034,374,616,3,9.083562125444292,8.342923372872363,7.985176844060685,8.342923372872363,2.3333333333333335,0.7676517525907618,25.0,4.804021044733257,2.6390573296152584,0.1020492543533685,0.0,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.351783994289646,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,False,True,False,0,0.3201010668163953,0.2891914654688377,True,False,0.0,0.42857142857142855,0.0,0.5714285714285714
C00035,108,535,8,10.04838930689651,8.014158040721126,7.9692505069344595,8.014158040721126,2.125,0.6886526999793555,21.0,4.127134385045092,4.13806169086194,0.6987153223157484,0.0,0.0,0.5294117647058824,0.35294117647058826,0.11764705882352941,0.35294117647058826,1.537662651438498,0.0,0.0,1.0,0.5,0.25,0.125,0.125,False,False,True,0,0.6016844469399214,0.371420550252667,True,False,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.6470588235294118
C00036,82,457,7,9.712041897464845,7.927108751632487,7.766494982138082,7.927108751632487,2.857142857142857,0.5247673206928408,47.0,4.151039905898646,4.0701650474023685,0.6528802658139561,0.3888335496106469,0.1428571428367347,0.35,0.45,0.2,0.25,1.5671808548329902,0.0,0.0,1.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,False,False,False,1,0.37316114542391915,0.30567097136440197,True,False,0.25,0.25,0.25,0.25
C00037,193,592,7,10.327580415040977,8.170494163875711,8.381866555653573,8.170494163875711,2.857142857142857,0.7952459892949983,51.0,4.212127597878484,3.5316425587769045,0.4047637523931704,0.0,0.0,0.6,0.4,0.0,0.35,1.35778649882815,1.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,False,False,True,0,0.7070746771476698,0.2510948905109488,False,True,0.25,0.05,0.2,0.5
C00038,162,517,5,9.566907910147123,8.034372313761013,7.957749988587149,8.034372313761013,2.8,0.9095640372752173,52.0,4.497028027368389,3.952784963682488,0.45460544775950307,0.0,0.0,0.2857142857142857,0.5,0.21428571428571427,0.2857142857142857,1.5740973368489726,0.0,1.0,1.0,0.2,0.4,0.0,0.4,False,False,False,1,0.5289163391353172,0.3434025828186412,False,True,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.2857142857142857
C00039,82,598,2,9.364924957652681,6.440328685772475,8.671863450524514,6.440328685772475,2.5,0.5347999967395705,21.0,6.248042874508429,0.0,0.0,0.537904655492798,0.49999999975,0.8,0.2,0.0,0.4,1.0549201679861442,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,True,False,0,0.6217574396406513,0.23708590679393593,True,False,0.0,0.4,0.0,0.6
C00040,96,713,9,10.592596339751369,8.037001626198709,8.395572551567385,8.037001626198709,2.2222222222222223,0.7892981091789448,54.0,4.358310108056566,3.8865004296142436,0.48180582033454655,0.0,0.0,0.75,0.05,0.2,0.4,1.2056282324887189,1.0,0.0,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,False,False,True,0,0.8292532285233015,0.10522178551375627,True,False,0.05,0.05,0.1,0.8
C00041,344,579,4,9.199672673876648,8.092219828065103,7.813681484235899,8.092219828065103,2.25,1.0622834654819937,52.0,4.373658385003365,3.479922358938243,0.3376011004244539,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.310783678099714,1.0,0.0,0.0,0.0,0.25,0.5,0.25,True,False,False,0,0.5830151600224593,0.34211117349803477,False,True,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444
C00042,268,691,4,9.749413453109849,7.912289442513517,8.363294063280533,7.912289442513517,3.0,0.881373587019543,56.0,4.955827057601261,4.312841822415828,0.42025978922681356,0.0,0.0,0.5,0.41666666666666663,0.08333333333333333,0.3333333333333333,1.4735023850806486,1.0,0.0,0.0,0.5,0.25,0.25,0.0,False,False,False,1,0.501965188096575,0.2811341942728804,False,True,0.25,0.16666666666666666,0.08333333333333333,0.5
C00043,468,679,5,9.22696540704975,7.746019738976865,7.617920822211471,7.746019738976865,2.6,0.9228988853785496,40.0,3.984343667007772,3.193818471374098,0.36689635780925556,0.0,0.0,0.3076923076923077,0.5384615384615385,0.15384615384615385,0.38461538461538464,1.519382664642301,1.0,0.0,0.0,0.2,0.4,0.2,0.2,True,False,False,0,0.3343065693430657,0.14486243683323974,False,True,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.23076923076923078
C00044,56,692,7,10.57146614474721,8.264914332081636,8.625709807061014,8.264914332081636,3.5714285714285716,0.6810240276767762,23.0,4.672828834461906,4.571118425403121,0.6431050770969242,0.2286281541614542,0.1428571428367347,0.56,0.36,0.08,0.28,1.530019686686427,1.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,False,True,False,0,0.5324536777091522,0.3767827063447501,False,True,0.16,0.16,0.24,0.44
C00046,450,698,5,9.559369863786836,8.081380109482515,7.950214060487115,8.081380109482515,3.6,0.9228988853785496,65.0,4.143134726391533,3.849337502969206,0.5546443797529154,0.0,0.0,0.2222222222222222,0.7222222222222222,0.05555555555555555,0.5,1.3296613488547582,0.0,1.0,1.0,0.2,0.2,0.0,0.6,False,False,False,1,0.30786075238629984,0.30976979225154405,True,False,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.2222222222222222
C00048,29,392,4,9.728829952456621,7.8800749678827815,8.342714201145622,7.8800749678827815,2.75,0.4054651081081644,28.0,4.804021044733257,4.471534185606306,0.5392966836999822,0.387039572130079,0.2499999999375,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.45454545454545453,1.240684291953396,1.0,0.0,0.0,0.25,0.25,0.25,0.25,False,False,True,0,0.5879000561482314,0.31661987647389106,True,False,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.45454545454545453
C00049,0,719,6,10.660312336875622,7.758959610005851,8.828728272870409,7.758959610005851,3.3333333333333335,0.7094119683444554,38.0,4.975353479951616,4.948662616445083,0.6797979921314559,0.42406650879272373,0.33333333327777775,0.7,0.15000000000000002,0.15,0.35,1.3994886078590607,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,True,False,0,0.7577484559236385,0.12295058955642901,False,True,0.1,0.1,0.1,0.7
C00050,93,366,4,8.711482843986046,7.472476718913116,7.32568241248135,7.472476718913116,3.0,0.9681212834183016,20.0,4.5217885770490405,3.3602671284760954,0.26655565696027067,0.0,0.0,0.25,0.5,0.25,0.25,1.545422903193594,0.0,1.0,1.0,0.25,0.0,0.0,0.75,False,False,False,1,0.3717855137563167,0.40138966872543524,False,True,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333
C00051,61,706,6,9.832004977164125,7.836827925858555,8.040513996748412,7.836827925858555,3.3333333333333335,0.861310692788678,50.0,4.867534450455582,4.513465607720399,0.5303430508099755,0.056507109577450414,0.16666666663888888,0.5,0.35,0.15,0.35,1.513405838619679,1.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,False,False,True,0,0.49716451431779896,0.3145704660303201,True,False,0.15,0.25,0.2,0.4
C00052,309,723,6,9.514557238167374,7.8256396256468435,7.723166551364082,7.8256396256468435,3.1666666666666665,0.9563118856507806,53.0,4.428433007488037,3.7101946899087155,0.3930025964785978,0.0,0.0,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.3684210526315789,1.4152779746464539,0.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.0,False,False,True,0,0.39952274003368893,0.19611173498034812,True,False,0.05263157894736842,0.3157894736842105,0.21052631578947367,0.42105263157894735
C00053,401,651,4,9.127154396073655,7.98098331666408,7.741186004989138,7.98098331666408,3.0,0.881373587019543,51.0,4.43477720005941,4.528269230182639,0.74154577978363,0.0,0.0,0.5,0.41666666666666663,0.08333333333333333,0.4166666666666667,1.4241299173467734,0.0,0.0,1.0,0.25,0.0,0.25,0.5,False,False,True,0,0.5287478944413251,0.08840539023020766,True,False,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
C00054,0,680,7,9.257687590838675,7.307932918923263,7.312349531815421,7.307932918923263,2.7142857142857144,0.6684393050989095,59.0,4.73911815849783,4.627983595078556,0.6386330508757032,0.13891352994029496,0.1428571428367347,0.3157894736842105,0.42105263157894735,0.2631578947368421,0.2631578947368421,1.5769710990425463,0.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,False,False,False,1,0.5189219539584503,0.4550533408197641,True,False,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.2631578947368421
C00055,163,562,4,9.63175034899275,8.270254843669083,8.245652804818647,8.270254843669083,3.0,0.881373587019543,65.0,4.897839799950911,5.169308367652529,0.8390790369162212,0.0,0.0,0.3333333333333333,0.25,0.4166666666666667,0.4166666666666667,1.4677339293271525,0.0,1.0,1.0,0.25,0.5,0.25,0.0,False,False,False,1,0.531414935429534,0.5050533408197642,False,True,0.25,0.16666666666666666,0.08333333333333333,0.5
C00056,61,324,3,9.53408263955551,8.225540012884549,8.435615027755485,8.225540012884549,2.3333333333333335,0.7676517525907618,42.0,4.886582645426277,3.8815637979434374,0.30837895422091777,0.5152283584540404,0.3333333332222222,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.5498260458782018,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,False,True,False,0,0.7058955642897249,0.1971083660864683,False,True,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143
C00057,21,621,5,10.275478259106311,8.379372550363128,8.666178209298526,8.379372550363128,3.4,0.6389165189617602,51.0,5.017279836814924,4.988951027554538,0.678988660243819,0.5036997537863404,0.39999999992,0.6470588235294118,0.1764705882352941,0.17647058823529413,0.35294117647058826,1.4520440731936837,1.0,0.0,0.0,0.0,0.4,0.0,0.6,False,False,True,0,0.7058955642897249,0.24177428411005053,True,False,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.47058823529411764
C00058,336,556,3,8.938786209453202,8.228844327563339,7.840436286750386,8.228844327563339,2.6666666666666665,0.927240654712096,45.0,4.709530201312334,1.3862943611198906,0.026907452919682988,0.0,0.0,0.375,0.5,0.125,0.5,1.2130075659799042,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,False,False,False,1,0.4151038742279618,0.2700729927007299,True,False,0.125,0.375,0.125,0.375
C00059,170,592,6,10.272140325020235,7.963265714864069,8.480553757227382,7.963265714864069,2.8333333333333335,0.9050114166450717,41.0,4.447346100794524,3.6590335129228726,0.37028640546062735,0.0,0.0,0.7058823529411764,0.1764705882352941,0.11764705882352941,0.47058823529411764,1.3653722558116261,1.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.3333333333333333,False,False,True,0,0.6578888265019652,0.3130685008422235,True,False,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.6470588235294118
C00060,16,622,2,8.920502644435238,8.324497823318145,8.227489076012818,8.324497823318145,3.0,0.881373587019543,45.0,6.408528791059498,0.0,0.0,0.1104204948649097,0.49999999975,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.5607104090414068,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,0.5458731049971925,0.007523862998315534,False,True,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5
C00061,34,433,3,8.826539392788591,8.153513705435765,7.728220631692899,8.153513705435765,2.0,0.6931471805599453,54.0,5.300814246746624,4.388257184424518,0.33539754549001916,0.9216154041518567,0.3333333332222222,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.5607104090414068,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,False,False,False,1,0.13514879281302639,0.37366647950589554,False,True,0.5,0.0,0.16666666666666666,0.3333333333333333
C00062,96,465,4,9.931013707825572,7.386742126293243,8.544865263444876,7.386742126293243,4.25,0.6716309107725503,64.0,4.820281565605037,4.3357662348681725,0.4780174899639999,0.0,0.0,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.29411764705882354,1.5643701028927681,1.0,0.0,0.0,0.5,0.25,0.25,0.0,False,False,True,0,0.5943571027512633,0.09838573834924191,True,False,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.4117647058823529
