,recency_days,tenure_days,frequency,monetary,invoice_amount_std,avg_ticket,avg_ticket_std,avg_items,avg_items_std,age,mean_gap_days,std_gap_days,cv_gap,monetary_recent_ratio,freq_recent_ratio,recent_90d_monetary,durable_share,fmcg_share,clothing_share,top_category_share,category_entropy,pay_cash_share,pay_credit_share,noncash_share,MK,TKO,ST,CYB,topcat_Books,topcat_Electronics,topcat_Toys,topcat_other,price_quantile_median,price_quantile_iqr,gender_F,gender_M,price_bin_0,price_bin_1,price_bin_2,price_bin_3
C00107,542,603,3,1910.92,109.48834382404978,636.9733333333334,109.48834382404978,2.0,1.7320508075688772,36.0,30.5,26.5,0.8688524589879065,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0986122886681096,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,False,False,False,1,0.7376754632229084,0.23767546322290845,False,True,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
C00129,354,354,1,8374.810000000001,0.0,8374.810000000001,0.0,5.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.4,1.3321790402101223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True,False,0,0.5981471083660864,0.0,False,True,0.2,0.2,0.2,0.4
C00136,18,18,1,6587.389999999999,0.0,6587.389999999999,0.0,4.0,0.0,52.0,0.0,0.0,0.0,0.9999999999998481,0.9999999989999999,6587.389999999999,0.75,0.25,0.0,0.5,1.0397207708399179,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,True,0,0.48747894441325096,0.0,False,True,0.25,0.25,0.0,0.5
C00150,200,200,1,711.45,0.0,711.45,0.0,2.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.6931471805599453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,0,0.4715889949466592,0.0,False,True,0.5,0.0,0.0,0.5
C00152,283,283,1,9172.69,0.0,9172.69,0.0,4.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,1.0397207708399179,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,True,False,0,0.8292532285233015,0.0,False,True,0.0,0.25,0.0,0.75
C00176,12,474,3,2990.9,578.666903696188,996.9666666666667,578.666903696188,3.0,0.0,38.0,231.0,214.0,0.926406926402916,0.23670132735957852,0.3333333332222222,707.95,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.4444444444444444,1.2730283365896258,0.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,False,False,0,0.3552498596294217,0.22453677709152164,False,True,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222
C00187,46,46,1,246.6,0.0,246.6,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.9999999999959449,0.9999999989999999,246.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True,False,False,0,0.35379000561482316,0.0,True,False,0.0,1.0,0.0,0.0
C00199,74,107,2,3428.5399999999995,2165.8680707743947,1714.2699999999998,2165.8680707743947,2.5,0.7071067811865476,43.0,33.0,0.0,0.0,0.946691594672675,0.49999999975,3245.7699999999995,0.4,0.6000000000000001,0.0,0.4,1.3321790402101223,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,1,0.23840539023020774,0.12038180797304884,True,False,0.6,0.2,0.0,0.2
C00200,373,569,2,4283.6,713.1878995047516,2141.8,713.1878995047516,2.5,2.1213203435596424,43.0,196.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,1.0549201679861442,0.0,0.0,1.0,0.5,0.5,0.0,0.0,False,False,False,1,0.7044637843907917,0.14208309938236952,True,False,0.0,0.2,0.2,0.6
C00211,66,596,5,3612.98,258.2613669908839,722.596,258.2613669908839,2.6,1.140175425099138,48.0,132.5,48.56181627575312,0.36650427377650274,0.14297339038684326,0.19999999996,516.56,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.3076923076923077,1.2852930241200995,1.0,0.0,0.0,0.2,0.2,0.0,0.6,False,False,False,1,0.32807411566535655,0.36760247052217854,True,False,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.23076923076923078
C00216,63,333,3,2638.63,712.013389363805,879.5433333333334,712.013389363805,3.6666666666666665,2.3094010767585034,60.0,135.0,22.0,0.16296296296175583,0.38595786449771813,0.3333333332222222,1018.4,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.36363636363636365,1.2945451658448959,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,False,True,0,0.30033688938798425,0.1242279618192027,False,True,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.09090909090909091
C00220,27,611,4,3607.77,736.157692227012,901.9425,736.157692227012,3.25,2.0615528128088303,51.0,194.66666666666666,76.83893688893816,0.3947205662082712,0.3437109350096198,0.2499999999375,1240.03,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.3076923076923077,1.3778195080390327,0.0,1.0,1.0,0.5,0.5,0.0,0.0,False,False,False,1,0.3653846153846154,0.1745367770915216,True,False,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.15384615384615385
C00227,166,166,1,6277.74,0.0,6277.74,0.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.6931471805599453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,True,False,0,0.8588433464345873,0.0,True,False,0.0,0.0,0.0,1.0
C00231,168,652,2,1584.4,649.3785835704779,792.2,649.3785835704779,3.0,0.0,61.0,484.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.3296613488547582,1.0,0.0,0.0,0.5,0.0,0.0,0.5,False,False,False,1,0.27128017967434026,0.21810780460415494,False,True,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666
C00234,356,649,3,4201.84,83.09354507621707,1400.6133333333335,83.09354507621707,3.6666666666666665,0.5773502691896257,22.0,146.5,95.5,0.6518771331013524,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,1.2945451658448959,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,False,False,True,0,0.4151038742279618,0.03158338012352613,True,False,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.2727272727272727
C00246,402,649,2,3647.24,883.7703393981947,1823.62,883.7703393981947,4.5,0.7071067811865476,45.0,247.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,1.2730283365896256,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,1,0.48778775968556987,0.2425884334643459,True,False,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.4444444444444444
C00263,404,608,2,2135.99,126.77717479893604,1067.995,126.77717479893604,3.0,0.0,33.0,204.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.3296613488547582,0.0,0.0,1.0,0.5,0.5,0.0,0.0,True,False,False,0,0.5309376754632229,0.0032004491858506068,True,False,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
C00266,263,432,2,3588.01,146.37817477342736,1794.005,146.37817477342736,5.0,0.0,30.0,169.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.4,1.2798542258336676,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,True,0,0.5110892756878158,0.00946097697922521,False,True,0.2,0.2,0.3,0.3
C00280,206,647,3,2230.35,607.3977635783655,743.4499999999999,607.3977635783655,3.0,1.7320508075688772,52.0,220.5,211.5,0.9591836734650377,0.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.4444444444444444,1.0608569471580214,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,False,False,1,0.293542953396968,0.0961819202695115,True,False,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111
C00284,160,160,1,4592.28,0.0,4592.28,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.6365141682948128,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,1,0.8008422234699607,0.0,True,False,0.0,0.0,0.0,1.0
C00286,99,349,3,3529.31,152.5536634543181,1176.4366666666667,152.5536634543181,4.0,1.0,41.0,125.0,47.0,0.37599999999699196,0.0,0.0,0.0,0.08333333333333333,0.5833333333333333,0.3333333333333333,0.3333333333333333,1.286057336874379,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,False,False,False,1,0.34351487928130264,0.15345311622683888,False,True,0.16666666666666666,0.4166666666666667,0.25,0.16666666666666666
C00296,289,289,1,6804.53,0.0,6804.53,0.0,4.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,1.0397207708399179,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,False,True,0,0.5445816956765862,0.0,False,True,0.0,0.25,0.25,0.5
C00315,624,729,4,3831.8500000000004,820.2464142510265,957.9625000000001,820.2464142510265,3.25,1.707825127659933,52.0,35.0,26.770630673681683,0.7648751620833375,0.0,0.0,0.0,0.15384615384615385,0.7692307692307693,0.07692307692307693,0.38461538461538464,1.3269201940506905,0.0,0.0,1.0,0.25,0.25,0.25,0.25,False,False,False,1,0.2702133632790567,0.16176305446378436,False,True,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693
C00324,385,608,3,3692.3199999999997,791.8965384653056,1230.7733333333333,791.8965384653056,2.6666666666666665,1.5275252316519468,51.0,111.5,66.5,0.5964125560484627,0.0,0.0,0.0,0.375,0.375,0.25,0.25,1.559581156259877,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,False,False,1,0.4715889949466592,0.04096013475575516,False,True,0.125,0.25,0.5,0.125
C00332,203,682,4,3053.99,280.2198242303115,763.4975,280.2198242303115,2.75,2.0615528128088303,63.0,159.66666666666666,59.10630724005311,0.37018564033204343,0.0,0.0,0.0,0.36363636363636365,0.4545454545454546,0.18181818181818182,0.36363636363636365,1.2636544318820964,1.0,0.0,0.0,0.5,0.25,0.0,0.25,True,False,False,0,0.4370297585626053,0.2741858506457047,True,False,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.09090909090909091
C00344,141,141,1,160.43,0.0,160.43,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.26934306569343064,0.0,True,False,0.0,1.0,0.0,0.0
C00346,372,372,1,640.65,0.0,640.65,0.0,2.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.6931471805599453,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.4355418304323414,0.0,True,False,0.5,0.0,0.0,0.5
C00352,391,391,1,6919.54,0.0,6919.54,0.0,4.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,1.3862943611198906,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,True,False,0,0.7138124649073554,0.0,True,False,0.25,0.0,0.0,0.75
C00355,428,428,1,1111.14,0.0,1111.14,0.0,3.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6365141682948128,0.0,0.0,1.0,0.0,1.0,0.0,0.0,True,False,False,0,0.479842784952274,0.0,False,True,0.0,0.3333333333333333,0.6666666666666666,0.0
C00366,185,710,6,4110.0599999999995,389.83764523196066,685.0099999999999,389.83764523196066,3.0,1.2649110640673518,31.0,105.0,64.89684121742752,0.6180651544458043,0.0,0.0,0.0,0.2222222222222222,0.6111111111111112,0.16666666666666666,0.3333333333333333,1.3548850530060135,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,True,False,False,0,0.3035934868051656,0.13527512633352046,False,True,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.1111111111111111
C00371,233,545,2,1948.02,577.8900879925178,974.01,577.8900879925178,3.5,0.7071067811865476,51.0,312.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.277034259466139,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,False,1,0.2925884334643459,0.01527231892195402,False,True,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285
C00374,191,715,4,1926.58,379.19417580794493,481.645,379.19417580794493,2.0,1.4142135623730951,46.0,174.66666666666666,115.0487819241135,0.6586762323861918,0.0,0.0,0.0,0.375,0.5,0.125,0.375,1.320888343149322,0.0,1.0,1.0,0.75,0.25,0.0,0.0,False,False,True,0,0.3265581134194273,0.28715609208309933,False,True,0.375,0.25,0.25,0.125
C00377,593,593,1,37.02,0.0,37.02,0.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.022459292532285232,0.0,True,False,1.0,0.0,0.0,0.0
C00395,338,338,1,3778.77,0.0,3778.77,0.0,5.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.2,0.2,0.4,1.3321790402101223,0.0,0.0,1.0,0.0,0.0,0.0,1.0,False,False,True,0,0.3094890510948905,0.0,True,False,0.2,0.4,0.2,0.2
C00403,352,595,4,2960.0,533.9581183950665,740.0,533.9581183950665,3.5,1.2909944487358056,65.0,81.0,67.12674578735364,0.8287252566237644,0.0,0.0,0.0,0.07142857142857142,0.6428571428571428,0.2857142857142857,0.35714285714285715,1.2720898688202853,0.0,1.0,1.0,0.0,0.25,0.0,0.75,True,False,False,0,0.25339696799550815,0.10517967434025832,True,False,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.0
C00405,261,460,2,1606.34,498.73655490649566,803.17,498.73655490649566,3.5,0.7071067811865476,63.0,199.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855,1.277034259466139,0.0,1.0,1.0,0.0,0.5,0.5,0.0,True,False,False,0,0.27857944974733295,0.07846715328467149,True,False,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
C00417,59,59,1,138.97,0.0,138.97,0.0,2.0,0.0,46.0,0.0,0.0,0.0,0.9999999999928043,0.9999999989999999,138.97,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.08528916339135317,0.0,True,False,1.0,0.0,0.0,0.0
C00420,158,616,2,1888.6,88.07722066459633,944.3,88.07722066459633,3.5,0.7071067811865476,51.0,458.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.1537419427010902,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.36765861875350925,0.03177989893318367,True,False,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285
C00421,65,518,5,4426.47,858.2270633870735,885.2940000000001,858.2270633870735,3.0,1.5811388300841898,62.0,113.25,152.4752029019801,1.3463594075111147,0.1849690611254148,0.19999999996,818.76,0.26666666666666666,0.6666666666666667,0.06666666666666667,0.4,1.4019454593787286,1.0,0.0,0.0,0.0,0.4,0.4,0.2,False,False,False,1,0.22296462661426164,0.10011229646266143,True,False,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.2
C00432,246,656,2,3078.91,348.1440237171967,1539.455,348.1440237171967,4.0,1.4142135623730951,51.0,410.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.5,0.5,1.2130075659799042,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,False,1,0.4644300954519932,0.046125772038180746,False,True,0.25,0.125,0.375,0.25
C00434,608,642,2,732.96,116.36149191205824,366.48,116.36149191205824,2.0,0.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.25,1.3862943611198906,1.0,0.0,0.0,0.5,0.0,0.5,0.0,False,False,False,1,0.2897248736664795,0.04329028635597981,True,False,0.5,0.25,0.25,0.0
C00442,75,75,1,864.54,0.0,864.54,0.0,2.0,0.0,39.0,0.0,0.0,0.0,0.9999999999988434,0.9999999989999999,864.54,0.0,0.5,0.5,0.5,0.6931471805599453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,False,False,False,1,0.5749017405951713,0.0,False,True,0.0,0.0,1.0,0.0
C00449,163,666,4,3382.14,365.93692885523325,845.535,365.93692885523325,3.25,1.5,39.0,167.66666666666666,169.26179591259083,1.0095136933096303,0.0,0.0,0.0,0.23076923076923078,0.5384615384615385,0.23076923076923078,0.38461538461538464,1.3322449224385327,1.0,0.0,0.0,0.25,0.25,0.25,0.25,True,False,False,0,0.3748455923638405,0.09869455362156088,True,False,0.3076923076923077,0.23076923076923078,0.38461538461538464,0.07692307692307693
C00458,36,489,4,2408.1,417.3402366974297,602.025,417.3402366974297,2.25,1.8929694486000912,47.0,151.0,26.54555832275273,0.17579839948726445,0.18248411610805929,0.2499999999375,439.44,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.3333333333333333,1.3689223607402192,0.0,1.0,1.0,0.0,0.5,0.5,0.0,True,False,False,0,0.42908478382930937,0.35478663672094335,True,False,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111
C00478,465,465,1,11060.55,0.0,11060.55,0.0,5.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.4,1.0549201679861442,0.0,1.0,1.0,1.0,0.0,0.0,0.0,False,True,False,0,0.6029758562605277,0.0,True,False,0.2,0.0,0.4,0.4
C00493,401,401,1,6439.62,0.0,6439.62,0.0,3.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0986122886681096,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,0,0.7058955642897249,0.0,False,True,0.0,0.3333333333333333,0.0,0.6666666666666666
C00500,247,353,3,2375.79,441.90448787039946,791.93,441.90448787039946,3.3333333333333335,1.5275252316519468,38.0,53.0,21.0,0.3962264150868637,0.0,0.0,0.0,0.1,0.6,0.3,0.3,1.313834033192747,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,False,False,False,1,0.34351487928130264,0.2018248175182482,False,True,0.3,0.4,0.2,0.1
C00502,682,682,1,3788.85,0.0,3788.85,0.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.2,1.6094379124341005,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,True,False,0,0.4609208309938237,0.0,False,True,0.2,0.2,0.2,0.4
C00512,426,719,5,3874.96,689.2215331952419,774.992,689.2215331952419,2.2,1.3038404810405297,55.0,73.25,57.408078699778834,0.7837280368463495,0.0,0.0,0.0,0.4545454545454546,0.5454545454545454,0.0,0.36363636363636365,1.2636544318820964,0.0,1.0,1.0,0.4,0.4,0.0,0.2,True,False,False,0,0.3900617630544638,0.21560920830993827,True,False,0.36363636363636365,0.2727272727272727,0.2727272727272727,0.09090909090909091
C00518,0,0,1,5390.969999999999,0.0,5390.969999999999,0.0,3.0,0.0,29.0,0.0,0.0,0.0,0.9999999999998144,0.9999999989999999,5390.969999999999,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0986122886681096,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False,True,False,0,0.46732172936552496,0.0,False,True,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
C00537,390,390,1,416.54,0.0,416.54,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,0,0.5431779898933183,0.0,True,False,0.0,0.0,1.0,0.0
C00543,134,440,2,1060.46,255.0392738383639,530.23,255.0392738383639,2.0,0.0,51.0,306.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0397207708399179,0.0,0.0,1.0,0.5,0.0,0.0,0.5,False,False,True,0,0.37798989331836047,0.09359910162829876,True,False,0.5,0.0,0.25,0.25
C00545,37,341,4,4083.8999999999996,585.8607114607817,1020.9749999999999,585.8607114607817,2.75,1.5,50.0,101.33333333333333,64.39634220115991,0.6354902190841226,0.28378021009322374,0.499999999875,1158.93,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.5454545454545454,1.1685184057430877,0.0,1.0,1.0,0.0,0.5,0.0,0.5,False,False,True,0,0.4998877035373386,0.17288040426726559,False,True,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.2727272727272727
C00547,200,548,2,5054.13,3242.614921826211,2527.065,3242.614921826211,2.5,0.7071067811865476,29.0,348.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6000000000000001,0.0,0.4,1.3321790402101223,0.0,1.0,1.0,0.0,0.5,0.0,0.5,False,False,False,1,0.32310499719258845,0.11075238629983158,False,True,0.4,0.2,0.2,0.2
C00551,627,627,1,76.02,0.0,76.02,0.0,1.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,1,0.09696799550814149,0.0,False,True,1.0,0.0,0.0,0.0
C00563,374,715,2,233.51,53.28049596240637,116.755,53.28049596240637,1.0,0.0,48.0,341.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,1.0,True,False,False,0,0.1837731611454239,0.0807411566535654,True,False,0.5,0.5,0.0,0.0
C00567,578,578,1,6510.61,0.0,6510.61,0.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0986122886681096,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False,True,False,0,0.7058955642897249,0.0,True,False,0.0,0.3333333333333333,0.0,0.6666666666666666
C00575,48,703,6,3428.88,511.8891792566042,571.48,511.8891792566042,1.8333333333333333,1.1690451944500122,20.0,131.0,88.50988645343524,0.6756479881890046,0.4325377382700962,0.16666666663888888,1483.12,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,1.3421131789144003,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,False,False,True,0,0.33874227961819203,0.3037057832678271,True,False,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.18181818181818182
C00598,196,511,2,861.56,152.1976635825925,430.78,152.1976635825925,2.0,1.4142135623730951,39.0,315.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0397207708399179,0.0,0.0,1.0,0.0,0.5,0.5,0.0,False,False,True,0,0.42405951712521056,0.298736664795059,False,True,0.5,0.25,0.0,0.25
