customer_id,0,1,2,3,4,5,6,7,8,9
C00054,6.0060496,6.732963,3.2122207,4.97382,5.1517806,6.819322,5.131142,2.2150598,4.343503,5.107106
C00055,5.872659,6.7901745,3.715364,4.9907594,4.3056407,6.9864507,5.106745,2.4873488,4.19274,4.8773446
C00056,6.6064954,7.6732144,5.0775146,9.082194,5.115867,6.2568293,5.072783,3.6149583,4.4115095,5.589189
C00057,5.438851,7.990664,4.7692037,8.686166,5.6627192,5.8396516,5.525843,3.6321185,4.244308,5.234501
C00058,6.6773715,7.6382165,3.7409527,5.6078043,4.84162,6.97504,5.295908,2.5573652,4.5132604,4.904306
C00059,5.470923,8.262748,5.15817,8.2908745,5.4385242,6.140377,5.965196,3.7809203,4.114789,4.819049
C00060,6.63529,7.6112947,3.9697387,6.096137,4.808221,6.8338704,5.255136,2.8164904,4.4774246,4.8465595
C00061,5.7306833,7.3751593,3.1065574,5.563866,5.0978675,6.3467355,4.978559,2.509034,4.478303,4.965917
C00062,5.4281945,8.250143,5.0569286,8.062565,5.4329643,6.095379,5.9030147,3.8041985,4.13841,4.6630845
C00063,5.230503,8.271576,5.001079,8.142655,5.532959,5.955703,5.91923,3.8564641,4.123655,4.6374183
C00064,5.760781,9.240901,3.2144592,5.7896667,5.332726,5.9244733,5.498446,3.1246636,4.7769914,3.9645321
C00065,5.674912,7.947982,4.545694,7.9716883,5.55407,6.042952,5.52027,3.4861963,4.293682,5.009844
C00066,5.552999,9.07779,3.1116965,5.7605143,5.7314234,5.78493,5.570359,3.153859,4.731412,3.9757483
C00067,6.1443033,9.000604,2.266377,5.218363,6.279716,5.9457116,5.263742,2.505662,4.9449644,4.446335
C00068,6.342004,8.865287,2.5304918,5.081647,6.05456,6.2356086,5.338826,2.531166,4.8974166,4.4249024
C00069,5.5105767,7.227389,4.2267675,5.6596847,4.5178857,6.6232195,5.4653897,3.1237931,4.121897,4.4040694
C00070,5.6099963,7.5291004,3.957226,5.5393047,4.7017856,6.526636,5.4700117,3.0612614,4.222672,4.335227
C00071,5.8012266,9.105742,3.1786194,5.791114,5.358207,5.956241,5.4445834,3.0663562,4.733939,4.0612087
C00072,5.7906528,6.8796844,3.1504881,5.153271,5.1994934,6.6167965,5.1051435,2.3142323,4.3756337,5.0714417
C00073,5.402716,8.136792,4.7381363,9.388141,6.522911,6.1209316,6.1003222,2.858663,4.116684,6.407168
C00074,7.5822287,8.056728,3.8212345,6.266865,4.685154,6.985205,4.9139986,2.7934608,4.8461637,4.941764
C00075,5.494611,8.892909,4.5994263,9.215565,5.2718296,6.189193,5.4988093,2.7489562,4.4462986,6.3729386
C00076,5.1530027,8.384168,4.9798865,7.9744525,5.5374064,5.9712462,6.0150194,3.8578885,4.079585,4.493272
C00077,7.2156124,7.211467,5.298128,9.066766,5.0949726,6.3888426,4.875427,3.67168,4.4395857,5.6137676
C00078,6.3836894,7.4079432,3.2042077,4.760054,4.2931623,7.033202,4.90225,2.2602947,4.549593,4.836415
C00079,5.62914,8.96279,3.0789266,5.711724,5.813689,5.8414545,5.5561132,3.0912645,4.713797,4.0390234
C00080,5.463239,8.967442,4.440223,9.092499,5.301417,6.3019037,5.521207,2.4600794,4.457079,6.6292653
C00081,6.6398845,8.535094,3.5091426,6.0334516,5.0318866,6.5712485,5.2555103,2.7589805,4.7313027,4.6935105
C00082,5.6092305,8.873606,4.6463113,8.906292,5.326103,6.3780203,5.6841154,2.6794665,4.390245,6.2767515
C00083,5.4581375,7.9418707,4.230401,9.0273285,6.0869417,5.831536,5.332681,2.9297717,4.37648,6.221584
C00084,6.3239603,7.706195,3.3732972,5.106726,4.5597715,6.825048,5.1180034,2.5089452,4.5350127,4.689579
C00085,6.0477543,8.867916,2.25504,5.6057115,5.5735493,5.8901176,4.8973207,2.4199865,4.9244456,4.739005
C00086,6.896733,8.363118,3.3165379,5.7812567,4.9527726,6.692791,5.089165,2.5864418,4.8034916,4.791573
C00087,7.2687273,7.606138,5.2778835,8.701082,4.675515,6.6458197,4.993358,3.544294,4.4705935,5.479511
C00088,5.5757017,9.250023,3.1281643,5.8837667,5.3790956,5.773301,5.450733,3.1431355,4.7463913,3.9900959
C00089,7.2148676,7.717518,5.062231,8.389973,4.7278495,6.7097964,5.0512395,3.3480258,4.5040045,5.5149865
C00090,6.966213,7.678875,4.6989107,7.9341035,5.090404,6.566029,5.1352243,3.3069088,4.505788,5.299499
C00091,5.691478,8.218201,4.610116,9.116159,5.409737,5.963213,5.2300253,3.1976407,4.426685,5.9400544
C00092,5.623747,8.892987,4.389967,8.8514805,5.3210187,6.3148136,5.5016637,2.529758,4.4868917,6.4257417
C00093,5.8923187,6.7404838,3.8411467,5.1055017,4.342345,7.013582,5.1541348,2.5351331,4.167743,4.901696
C00094,6.6774025,8.566795,2.9726021,5.558523,5.147131,6.48732,5.0754004,2.5367105,4.8437104,4.668269
C00095,5.896425,7.3288436,3.9281864,5.5249324,4.961375,6.6228356,5.51108,3.017517,4.2537665,4.3952928
C00096,6.0520506,6.79821,3.4221106,5.1162133,5.2611275,6.763598,5.316914,2.4920282,4.3282447,4.848454
C00097,5.4714117,8.945997,4.477577,9.1671095,5.3223495,6.2867284,5.519764,2.492974,4.4543843,6.6295724
C00098,5.5847898,7.0689607,3.3629844,5.7320614,5.452294,6.333971,5.227349,2.6342936,4.3370204,4.970343
C00099,6.4029493,7.430461,4.8628883,9.190722,5.3344793,5.9781528,4.8533897,3.5906172,4.438699,5.708383
C00100,5.989883,7.580549,3.162562,5.707719,5.0833664,6.39089,4.9788237,2.5516298,4.554299,4.949971
C00101,6.0904346,6.6964097,3.569118,5.0564733,5.085534,6.885941,5.338599,2.513206,4.2760267,4.8186193
C00102,5.6426654,8.871573,4.6300397,9.291709,5.3023133,6.292989,5.457739,2.6238878,4.4641504,6.5760574
C00103,5.584245,7.068803,4.2749796,5.631228,4.4560094,6.7380695,5.4236546,3.0534215,4.087758,4.4997897
C00104,6.1528263,7.028354,3.3546493,5.063102,5.1600804,6.917568,5.2656455,2.2573159,4.380216,5.0840173
C00105,5.467575,9.193787,3.0348196,5.8541102,5.5106087,5.706815,5.4622293,3.1339881,4.7284064,4.000851
C00106,6.626055,7.417053,5.3792167,8.611968,5.0711584,6.223383,5.1743035,4.028628,4.2931566,4.895822
C00107,6.7079883,7.694939,3.3745744,5.21614,4.5895624,6.947148,5.0346494,2.4557116,4.6139216,4.798071
C00108,6.1070633,8.719712,2.4881654,5.350522,6.1998935,6.040357,5.2939177,2.5386078,4.8540587,4.5570617
C00109,6.027889,6.8074365,3.2552826,4.8559895,5.1542163,6.801747,5.273397,2.3812604,4.3501234,4.851743
C00110,5.590218,9.261003,3.146096,5.902406,5.378544,5.797754,5.491492,3.1611912,4.7212586,3.9669166
C00111,5.354409,8.833154,4.184489,8.968048,5.3923035,5.9909143,5.335364,2.645922,4.5170417,6.3629084
C00112,6.790052,7.525872,5.1548305,9.255602,5.101357,6.270866,4.9681916,3.620027,4.4290595,5.7108216
C00113,5.892374,6.7115207,3.2565634,4.913532,5.2247143,6.7331915,5.2750998,2.401367,4.3142323,4.8749766
C00114,5.417214,8.132303,4.8811364,9.286745,6.455518,6.3076963,6.110623,2.814008,4.138806,6.382474
C00115,5.7468147,8.8565645,4.5845585,9.089706,5.311783,6.410542,5.5493574,2.5545185,4.4623966,6.5322037
C00116,7.3042145,7.2170997,5.268556,9.00671,5.0470457,6.407884,4.866194,3.6772857,4.470058,5.595617
C00117,6.1116986,6.9050336,3.2456284,4.83554,4.9843388,6.8970904,5.1719284,2.2558095,4.3792624,4.973312
C00118,5.641703,7.150752,3.0617526,5.429639,5.096946,6.4359436,4.9507933,2.3458545,4.430044,5.1338525
C00119,5.8506856,6.883943,3.6783063,5.0923266,4.330714,6.8788266,5.060434,2.5477426,4.2411203,4.8319187
C00120,6.148759,8.788709,2.6906605,5.2944336,6.024729,6.121663,5.388786,2.6656716,4.8238053,4.35788
C00121,5.373455,8.053818,4.1941433,8.767114,6.5204434,6.052592,5.812546,2.638746,4.2567587,6.3495827
C00122,5.915915,6.9819098,3.2266831,4.9011927,4.556038,6.8241134,4.959489,2.302382,4.3951597,4.9495606
C00123,6.769014,7.3667855,5.120865,9.207191,5.280384,6.2051816,4.9677286,3.644694,4.4083376,5.675211
C00124,4.9694586,8.90299,4.8912373,7.8794966,4.720284,5.9361944,5.726635,3.7663455,4.2184258,4.4641037
C00125,5.9010844,8.9000435,2.4279091,5.2561426,6.3131275,5.9050665,5.379639,2.6520274,4.8800178,4.3570814
C00126,5.394999,8.016364,4.4661875,9.481195,6.53959,6.037853,5.7692895,2.6570323,4.2358575,6.7340527
C00127,5.002396,8.835577,4.814574,7.7740297,4.8507133,5.939447,5.7718377,3.7346227,4.2016377,4.431477
C00128,6.0317817,9.398249,2.029601,5.4109755,5.710404,5.742305,4.9330683,2.4230607,5.0484476,4.526743
C00129,7.707951,8.03681,4.027411,6.5826836,4.6898913,7.0420313,4.9154673,2.8783827,4.8266435,5.051615
C00130,6.0356765,6.816557,3.2149167,4.9144373,5.119352,6.8489437,5.171874,2.2205796,4.3614025,5.0704994
C00131,6.728218,7.461548,5.4068985,8.62138,4.9563885,6.2871594,5.142715,3.9884596,4.3102446,4.967765
C00132,5.681186,8.562801,2.481915,5.6842804,6.057732,5.794766,5.183687,2.6102145,4.779753,4.6668024
C00133,4.991853,8.870063,4.820174,7.933541,4.747527,5.8989143,5.631924,3.709639,4.2594223,4.5359235
C00134,6.6566663,7.3307195,5.1972275,8.897053,5.1691065,6.11206,4.9790015,3.9082968,4.373011,5.21546
C00135,5.674134,9.031691,2.2876763,5.6705494,5.8297257,5.652017,5.067442,2.6231868,4.890042,4.541867
C00136,7.547004,7.964602,3.9960577,6.730119,4.77124,6.91485,4.904024,2.8795705,4.816409,5.0942492
C00137,5.850084,7.481907,3.8361971,5.575324,4.988869,6.562162,5.4714465,2.9489818,4.302282,4.4677672
C00138,5.700686,8.004426,4.7893004,9.4839325,6.1669626,6.1644635,5.7089605,2.9187198,4.2467294,6.470817
C00139,6.078591,6.8303533,3.5196254,4.9886293,4.993636,6.880058,5.3059125,2.4716594,4.2905474,4.820682
C00140,6.0806956,9.177708,2.1612241,5.4163013,5.6088123,5.857488,4.947037,2.4339755,5.0085416,4.5590534
C00141,5.090614,8.118991,4.6583853,8.285608,5.777433,5.7457304,5.719355,3.7234273,4.1927176,4.870566
C00142,5.805921,8.629678,4.743934,9.088158,5.3926578,6.3558803,5.5992427,2.8134825,4.3936877,6.2735696
C00143,6.1082025,9.132309,2.1344965,5.411199,5.530559,5.8716125,4.91456,2.4131243,4.9794374,4.590514
C00144,6.2373905,9.315289,2.016514,5.3207965,5.6803455,5.8887844,4.9386916,2.3642025,5.0317054,4.573243
C00145,4.9969835,8.86116,4.9305553,7.9425793,4.737365,5.957116,5.719906,3.7661026,4.207799,4.5058703
C00147,5.730819,7.113317,4.204787,5.664247,4.7283072,6.6972127,5.4935603,3.0728343,4.137106,4.4672227
C00148,5.4869103,9.104011,2.9923213,5.88982,5.551929,5.7191257,5.420632,3.077735,4.7122035,4.0945287
C00149,5.226405,8.744878,4.505827,9.367928,5.466453,5.971655,5.432189,2.77667,4.406764,6.4574127
C00150,7.5846286,8.121903,3.8924046,6.423979,4.7455163,6.9790316,4.9692883,2.8118076,4.830562,5.013797
C00151,5.464596,9.278457,3.1063638,5.9042735,5.425738,5.6951475,5.4480743,3.204285,4.768625,3.9395752
C00152,7.8053346,8.08885,4.081787,6.7403226,4.713263,7.0256405,4.912958,2.9098055,4.844689,5.108726
C00153,5.2436714,8.112278,4.7478523,8.361963,5.678974,5.8456407,5.6912484,3.6819925,4.187592,4.967448
C00154,4.954227,8.812707,4.8431735,8.051908,4.8267026,5.832787,5.6293373,3.7462811,4.2367625,4.5777874
C00155,5.626236,8.070396,4.890529,9.495419,6.384839,6.318595,5.972814,2.768815,4.1763763,6.5963326
C00156,5.641929,8.575052,2.566969,5.6510863,6.058958,5.7986236,5.253486,2.6848702,4.7551975,4.5606904
C00157,6.0457025,7.1595664,3.123091,4.709689,4.3825045,6.8726926,4.8743267,2.2049918,4.4535217,4.953617
C00158,5.2647996,8.124598,4.737037,9.344936,6.6070967,6.1313434,6.1340876,2.8402312,4.114994,6.3695145
C00159,6.010417,8.885777,2.2637684,5.518251,5.47761,5.9017987,4.9401126,2.4616826,4.872006,4.642371
C00160,5.917004,9.052558,2.3620706,5.506907,5.436882,5.8554544,5.0166306,2.580055,4.888966,4.470883
C00161,5.5425167,9.090683,3.1476789,5.737588,5.7414265,5.8129697,5.6336865,3.1894586,4.700269,3.9097772
C00162,5.457305,9.237332,3.0881114,5.867609,5.471849,5.6918154,5.4682126,3.1721938,4.735704,3.9614744
C00163,6.3376293,9.317132,2.0268278,5.298433,5.6008744,5.951923,4.9263687,2.3397412,5.027677,4.5813327
C00164,6.057557,6.701009,3.279527,4.887511,5.0986824,6.8513956,5.2160907,2.324757,4.331851,4.9541855
C00165,6.262568,8.81688,2.514166,5.1702933,6.1876206,6.165689,5.3515553,2.5377808,4.880953,4.461291
C00166,5.087981,8.925702,4.688772,7.491326,4.893644,6.025848,5.8098364,3.5903072,4.2331715,4.4345193
C00167,5.56078,8.157443,4.7789683,9.525113,6.5241218,6.285565,6.0762773,2.6545281,4.1512227,6.7314887
C00168,5.3728895,8.193125,5.0254364,8.2774105,5.548558,6.031279,5.9047027,3.7762845,4.1141934,4.8118095
C00169,5.479619,8.758656,4.448356,9.29809,5.408541,6.1387677,5.3614883,2.607429,4.4673877,6.6275406
C00170,5.980221,8.928274,3.1979675,5.6183076,5.576377,6.1016555,5.5121565,3.0020592,4.718206,4.0943813
C00171,5.8195205,8.649475,4.653806,8.941729,5.3984323,6.4124174,5.60145,2.7059548,4.409393,6.315756
C00172,5.1891103,7.940786,4.344146,9.479247,6.4585443,5.7308083,5.550653,2.8814046,4.2710757,6.49996
C00173,5.4280553,8.599425,4.518638,9.3578825,5.459287,5.989267,5.357028,2.8480911,4.4433722,6.3828535
C00174,5.096739,7.975485,4.586182,9.396242,6.6632123,5.9179916,5.948701,2.910056,4.141261,6.346577
C00175,6.296535,9.026827,2.5213823,5.074529,6.151951,6.1503177,5.3985095,2.6351018,4.9368567,4.259053
C00176,6.46978,8.685753,2.7052183,5.6568522,5.2489862,6.241541,4.963736,2.5131729,4.868709,4.7031503
C00177,5.668109,7.4853654,3.1686752,5.7190833,5.1375523,6.2543926,5.0145082,2.61904,4.4748216,4.899167
C00178,5.471846,8.503237,5.0188847,8.1483135,4.9770446,6.2192464,5.748646,3.5791125,4.2017303,4.931363
C00179,6.044579,9.261893,2.4780598,5.17672,6.142847,5.915694,5.4208326,2.7532134,4.9422145,4.129086
C00180,5.3014226,7.9521165,4.3108354,9.385396,6.4936876,5.868234,5.5983186,2.7360659,4.2837143,6.603034
C00181,5.68481,8.283829,4.6663766,9.232091,5.4709787,6.0392385,5.3313,3.0922844,4.4039264,6.107893
C00182,5.5849333,9.017601,3.086383,5.699796,5.822717,5.813267,5.6017394,3.1329675,4.713293,3.9741042
C00183,5.1294556,8.124298,4.601176,9.446663,6.7384524,6.0384197,6.077888,2.7141266,4.1268144,6.578638
C00184,7.02079,7.229283,5.215293,8.961793,5.1499863,6.2509117,4.9008007,3.778872,4.441262,5.430214
C00185,5.710459,8.288234,4.8064675,9.088673,6.100426,6.4428954,5.9774075,2.7121346,4.2184243,6.40649
C00186,6.8406696,7.693082,4.759837,8.045271,5.082933,6.4538393,5.1288867,3.4758995,4.4872456,5.167231
C00187,7.200236,8.131804,3.5377924,6.0226064,4.823422,6.8201265,4.9796643,2.6721222,4.81674,4.879065
C00188,6.741393,8.398257,3.6879725,6.02203,4.96755,6.675632,5.2962832,2.8284943,4.695443,4.6536593
C00189,5.8682556,8.935737,3.20591,5.661904,5.666981,6.0264015,5.573494,3.0637047,4.7148647,4.038911
C00190,6.0945325,9.309081,2.1579638,5.347234,5.5740685,5.8617287,5.003779,2.504345,5.005328,4.4293213
C00191,4.9672384,8.880891,4.744483,7.7996674,4.871742,5.889186,5.730858,3.7219467,4.232583,4.459524
C00192,5.693664,7.907585,4.7597823,9.1557865,5.8593,5.9640493,5.4839106,3.3124645,4.2842464,5.8702254
C00193,6.6765475,7.848056,5.065496,8.865817,5.0308385,6.423026,5.196526,3.4646013,4.4183426,5.6034226
C00194,6.3996844,6.952973,3.8105545,5.3331146,4.9516954,7.0345573,5.369667,2.5358315,4.327525,4.9115224
C00195,5.558768,9.254586,3.1831253,5.879282,5.4398823,5.779151,5.5328574,3.1912968,4.722729,3.93438
C00196,6.057635,6.7359567,3.280557,4.850569,5.1891274,6.8453674,5.2723336,2.3414867,4.3422723,4.906072
C00197,5.5441713,8.457009,2.937394,5.8627667,5.8267803,5.830766,5.3239446,2.8887475,4.6528354,4.4598746
C00198,6.4150605,7.5706453,3.9286363,5.6296997,4.8673244,6.853866,5.4182825,2.8267176,4.411901,4.6253614
C00199,6.464365,7.6797614,3.3692985,5.9734054,5.0734386,6.5250134,4.9772186,2.6491246,4.639894,4.9627123
C00200,6.6995244,7.3455787,3.9380875,5.7594023,4.8368306,7.0265203,5.3029766,2.6441271,4.4379797,4.9305096
C00201,5.5645533,8.688889,4.4309998,9.183823,5.379574,6.1890717,5.376496,2.6135066,4.471734,6.550043
C00202,7.1117377,7.84592,5.2091646,8.868601,4.771854,6.6315107,5.1360607,3.4655664,4.4640336,5.6234436
C00203,6.751321,7.2331276,5.115386,9.1565,5.3634124,6.132517,4.932819,3.7205653,4.3923273,5.580251
C00204,5.218637,8.7727785,4.37683,9.302993,5.4655757,5.9593925,5.389757,2.684027,4.443871,6.525555
C00205,5.1119065,8.280707,4.6549883,8.008194,5.748495,5.858837,5.8789406,3.6757948,4.184173,4.737853
C00206,5.0984426,8.313062,4.94585,7.9153476,5.678899,5.910612,5.981898,3.8619611,4.071312,4.4597745
C00207,5.4309993,8.481647,5.009095,8.149735,5.2308316,6.164956,5.860345,3.6112418,4.1794477,4.887912
C00208,5.963771,7.1969023,3.248368,4.9140105,4.510999,6.766117,4.9922414,2.4076078,4.416773,4.8064566
C00209,5.678662,8.231413,4.7093,8.93482,6.207649,6.378143,6.018208,2.7600322,4.1945486,6.2678194
C00210,5.2070804,8.072762,4.770518,9.399662,6.6799855,6.141052,6.1999364,2.8323152,4.060643,6.38365
C00211,6.3196154,7.5032625,3.6820097,5.5027814,4.886722,6.7303476,5.2872643,2.808319,4.4459143,4.5939164
C00212,5.5356164,8.131851,4.7292676,9.448514,6.5076165,6.325167,6.0114875,2.5942435,4.157622,6.7514625
C00213,6.4083376,9.009448,2.3449223,5.2603893,5.367066,6.149127,4.9673185,2.3916216,4.9633555,4.5588617
C00214,5.283443,7.913135,4.3016233,9.463661,6.3712196,5.7707953,5.425304,2.819445,4.32261,6.575456
C00215,5.6414185,8.105398,4.6647224,9.373778,6.0711713,6.1234984,5.6405125,2.891927,4.2946362,6.4086647
C00216,6.3244267,8.240635,3.492498,6.149113,5.0784492,6.468178,5.2085953,2.731752,4.636099,4.838753
C00217,4.930676,8.785028,4.750706,7.90622,4.928366,5.814472,5.6692033,3.7639182,4.244519,4.4907823
C00218,6.158462,9.252375,2.157154,5.368635,5.5203195,5.8869576,4.9329376,2.4364855,5.031169,4.5102644
C00219,6.160774,6.760564,3.5909142,5.163801,5.1148176,6.8782215,5.32982,2.548685,4.323625,4.817205
C00220,6.4492726,7.280428,3.3984118,5.4102707,5.102606,6.76649,5.1701574,2.5319936,4.50416,4.868089
C00221,5.4854474,8.820394,4.7774043,9.13159,5.3489075,6.2530546,5.674763,2.8524282,4.3468423,6.2065654
C00222,5.1808095,8.806926,4.818872,7.8327184,4.8667507,6.072039,5.736536,3.5726388,4.2357225,4.6515884
C00223,5.4109874,7.9047403,4.4380865,9.2622175,6.0115733,5.7417173,5.3247814,3.1526496,4.3363485,6.1117735
C00224,5.423015,8.531667,4.266291,9.0704775,5.390587,5.872646,5.1828537,2.9024446,4.507067,6.1961846
C00225,5.2014704,7.992621,4.570771,9.504222,6.5770006,5.901802,5.8394976,2.884657,4.1823907,6.468054
C00226,5.4097137,7.897812,4.3463755,9.291448,6.187372,5.788363,5.3776655,2.98084,4.336309,6.3168592
C00227,7.860945,8.108233,4.1394296,6.7941656,4.693686,7.066255,4.948767,2.9459605,4.8383636,5.1544986
C00228,5.1924925,8.300714,4.954375,8.065741,5.5723686,6.019302,5.971372,3.7117882,4.0760083,4.726229
C00229,5.657689,8.675349,2.8556466,5.843258,5.5904818,5.851096,5.2344723,2.8332016,4.7153125,4.4521995
C00230,5.1221523,8.08373,4.6615133,9.489045,6.752329,6.0627985,6.1070976,2.7430341,4.1078467,6.5628886
C00231,6.8768907,7.901597,3.5971313,5.685817,4.69152,6.888413,5.1026034,2.632279,4.6662774,4.7927523
C00232,5.222542,8.111717,4.531796,9.538806,6.7184477,6.0920186,5.993906,2.5616121,4.170743,6.8133173
C00233,5.1155996,8.276837,4.899756,8.398901,5.5514536,5.8151684,5.7855644,3.81677,4.1566477,4.806751
C00234,7.29029,7.9894776,3.725757,6.083309,4.817472,6.982672,5.0771646,2.662191,4.7498026,4.9753556
C00235,6.6717873,7.711656,5.117746,8.990351,5.0876718,6.3295264,5.1421094,3.5815806,4.400846,5.562472
C00236,5.4834194,8.484166,5.0100574,8.14834,5.2113714,6.2041397,5.851529,3.575645,4.190648,4.929083
