customer_id,cluster,recency_days,frequency,monetary,avg_ticket,avg_items,Electronics,Clothing,Groceries,Books,Toys,pay_mobile,pay_credit,pay_cash,age
C00121,1,42,5,12795.35,2559.07,4.0,0.1,0.1,0.25,0.2,0.35,1.0,0.0,0.0,63.0
C00122,4,34,7,20180.29,2882.8985714285714,3.4285714285714284,0.125,0.2916666666666667,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.0,1.0,0.0,26.0
C00123,3,68,6,35522.9,5920.483333333334,3.0,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.0,1.0,0.0,65.0
C00124,4,91,9,28726.18,3191.797777777778,2.5555555555555554,0.17391304347826086,0.21739130434782608,0.21739130434782608,0.13043478260869565,0.2608695652173913,0.0,0.0,1.0,56.0
C00125,1,0,7,22326.79,3189.5414285714287,3.4285714285714284,0.125,0.125,0.20833333333333334,0.2916666666666667,0.25,1.0,0.0,0.0,56.0
C00126,1,78,6,17962.7,2993.7833333333333,3.3333333333333335,0.1,0.2,0.2,0.2,0.3,0.0,1.0,0.0,51.0
C00127,2,12,6,21129.75,3521.625,3.1666666666666665,0.15789473684210525,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.0,0.0,1.0,44.0
C00128,4,93,10,43968.799999999996,4396.879999999999,3.1,0.22580645161290322,0.1935483870967742,0.03225806451612903,0.3225806451612903,0.22580645161290322,0.0,1.0,0.0,57.0
C00129,3,354,1,8374.810000000001,8374.810000000001,5.0,0.4,0.0,0.2,0.2,0.2,0.0,0.0,1.0,23.0
C00130,1,92,7,16595.37,2370.7671428571425,3.0,0.14285714285714285,0.19047619047619047,0.2857142857142857,0.14285714285714285,0.23809523809523808,0.0,1.0,0.0,38.0
C00131,2,105,5,20020.36,4004.072,3.4,0.23529411764705882,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.0,0.0,1.0,35.0
C00132,1,15,6,20677.53,3446.2549999999997,3.3333333333333335,0.15,0.15,0.15,0.4,0.15,0.0,1.0,0.0,45.0
C00133,4,39,7,27325.75,3903.6785714285716,3.2857142857142856,0.21739130434782608,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.0,0.0,1.0,32.0
C00134,2,15,6,32348.04,5391.34,3.3333333333333335,0.25,0.1,0.2,0.25,0.2,0.0,0.0,1.0,57.0
C00135,4,47,7,27560.010000000002,3937.144285714286,3.2857142857142856,0.21739130434782608,0.17391304347826086,0.13043478260869565,0.2608695652173913,0.21739130434782608,1.0,0.0,0.0,54.0
C00136,3,18,1,6587.389999999999,6587.389999999999,4.0,0.25,0.0,0.25,0.0,0.5,0.0,0.0,1.0,52.0
C00137,2,130,6,12012.75,2002.125,3.1666666666666665,0.15789473684210525,0.2631578947368421,0.3157894736842105,0.21052631578947367,0.05263157894736842,0.0,0.0,1.0,36.0
C00138,3,24,7,20865.89,2980.8414285714284,1.7142857142857142,0.25,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.0,1.0,0.0,58.0
C00139,1,94,6,11567.35,1927.8916666666667,3.3333333333333335,0.05,0.35,0.15,0.15,0.3,1.0,0.0,0.0,59.0
C00140,4,47,6,15343.34,2557.2233333333334,2.6666666666666665,0.125,0.25,0.0,0.375,0.25,0.0,1.0,0.0,43.0
C00141,2,1,7,15763.369999999999,2251.91,2.5714285714285716,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.0,0.0,1.0,31.0
C00142,4,110,5,19085.78,3817.156,2.6,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.46153846153846156,0.0,1.0,0.0,35.0
C00143,4,80,5,12611.46,2522.292,3.2,0.125,0.125,0.125,0.3125,0.3125,0.0,1.0,0.0,27.0
C00144,4,117,7,29075.079999999998,4153.5828571428565,2.7142857142857144,0.2631578947368421,0.0,0.05263157894736842,0.42105263157894735,0.2631578947368421,0.0,1.0,0.0,64.0
C00145,2,37,7,18686.93,2669.5614285714287,2.857142857142857,0.1,0.2,0.1,0.25,0.35,0.0,0.0,1.0,67.0
C00147,2,122,7,24160.66,3451.522857142857,3.0,0.19047619047619047,0.3333333333333333,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.0,0.0,1.0,49.0
C00148,4,31,9,32821.67,3646.852222222222,2.6666666666666665,0.25,0.125,0.041666666666666664,0.3333333333333333,0.25,0.0,0.0,1.0,30.0
C00149,4,86,11,40128.68,3648.061818181818,2.4545454545454546,0.2222222222222222,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.3333333333333333,1.0,0.0,0.0,52.0
C00150,0,200,1,711.45,711.45,2.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,59.0
C00151,2,22,6,20589.65,3431.6083333333336,3.1666666666666665,0.15789473684210525,0.2631578947368421,0.10526315789473684,0.3157894736842105,0.15789473684210525,0.0,0.0,1.0,30.0
C00152,3,283,1,9172.69,9172.69,4.0,0.5,0.0,0.0,0.25,0.25,0.0,1.0,0.0,25.0
C00153,2,48,5,15166.58,3033.316,2.6,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.0,0.0,1.0,43.0
C00154,4,23,11,31619.92,2874.538181818182,3.0,0.15151515151515152,0.24242424242424243,0.18181818181818182,0.12121212121212122,0.30303030303030304,0.0,0.0,1.0,38.0
C00155,3,125,5,14304.72,2860.944,1.8,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.0,1.0,0.0,51.0
C00156,1,10,6,23275.21,3879.2016666666664,4.333333333333333,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.38461538461538464,0.23076923076923078,1.0,0.0,0.0,46.0
C00157,0,73,11,13663.41,1242.1281818181817,2.909090909090909,0.03125,0.125,0.3125,0.21875,0.3125,0.0,1.0,0.0,56.0
C00158,1,101,5,20418.64,4083.728,2.6,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.3076923076923077,1.0,0.0,0.0,25.0
C00159,4,24,4,9500.399999999998,2375.0999999999995,3.75,0.06666666666666667,0.06666666666666667,0.2,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,35.0
C00160,0,0,7,8886.07,1269.4385714285713,3.0,0.047619047619047616,0.19047619047619047,0.23809523809523808,0.2857142857142857,0.23809523809523808,1.0,0.0,0.0,36.0
C00161,2,107,8,37012.7,4626.5875,3.0,0.25,0.0,0.08333333333333333,0.375,0.2916666666666667,0.0,0.0,1.0,36.0
C00162,2,11,8,15474.029999999999,1934.2537499999999,1.875,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.0,0.0,1.0,49.0
C00163,4,272,5,16222.18,3244.436,3.0,0.13333333333333333,0.06666666666666667,0.0,0.4666666666666667,0.3333333333333333,0.0,1.0,0.0,40.0
C00164,1,26,6,10048.1,1674.6833333333334,2.5,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.2,0.26666666666666666,0.0,1.0,0.0,26.0
C00165,1,120,3,10592.14,3530.713333333333,4.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,1.0,0.0,28.0
C00166,2,286,5,9159.05,1831.81,2.6,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.46153846153846156,0.0,0.0,1.0,27.0
C00167,1,249,5,12762.74,2552.548,2.6,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.0,1.0,0.0,29.0
C00168,3,74,5,23642.37,4728.474,3.4,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.47058823529411764,0.0,0.0,1.0,24.0
C00169,4,35,9,32621.93,3624.658888888889,3.111111111111111,0.21428571428571427,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.42857142857142855,0.0,1.0,0.0,64.0
C00170,2,128,5,8794.4,1758.8799999999999,3.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.4,0.26666666666666666,0.0,0.0,1.0,28.0
C00171,4,104,4,14517.77,3629.4425,2.75,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.45454545454545453,0.0,1.0,0.0,50.0
C00172,1,16,11,41415.09,3765.0081818181816,3.0,0.18181818181818182,0.12121212121212122,0.21212121212121213,0.15151515151515152,0.3333333333333333,1.0,0.0,0.0,47.0
